account,externalReferenceId
97730087,CI0EBFE920806B404EB7
97730311,CI7D8AA25CE03A486E81
97730583,CI91DDDB9DE5CB409E8F
38825966,CI3AC3822B8BB547D6A5
97730193,CID5AA36AB494E457783
97730411,CI9C1D3C6C947241A282
86100016,CI27F2F1D89F414AD8B7
97730088,CI56E517B9BD85465DAC
97730314,CI85E4FFE7C0FE4296AC
97730584,CI71D0170F6F99465F81
97728628,CIBA6406B4E28342FA9D
97730200,CI750B3B021444473296
97730412,CI535DF632D3E941E498
86100017,CIAF3DEF96421947CCB5
97730091,CI83EE0FB784284387BA
97730315,CI56DC3D5FA40D4D9881
97730590,CI0AA12A5562D64E2398
97728746,CI2AA67EB20F754FF3B4
97730222,CI338DFA6138A646EA91
97730415,CI5D2315D31ECA4809B2
86100018,CI0C09964261BB4BA0BA
97730101,CI633FE1CB69CF4345B0
97730316,CICCAE47E197F145E2BB
97728637,CIDF55F61E840941D99F
97730595,CI89CF5C93F7AD47CDB7
97730224,CIA7A6E3084E3C4F9B81
97730416,CIDBBCBF2846C543EFAC
86100019,CI88F812CB76314BAC81
97730321,CICDB0A347B19F4E32BF
97730602,CIE2E00133C8134FEFAE
97728627,CIC5D048D057D74324B4
97730226,CI6E5D1EA5AA864E58B1
97730420,CI6B825052353A4B7BA7
97730105,CI96E3398745AF44E6B7
86100020,CID0CDB39047F9418F95
97730106,CI5B0A91C885A044ACA5
97730323,CIE728840D6A2544768B
97730605,CI961A8EF60D7D42BA8E
97740936,CIBC3EABC7E52B4CDD9E
97730228,CI9E42C06DB83E4CBA99
97730437,CI2E17B4432E384D9F85
86100021,CIA3CF7CAE83D947BA9C
97730107,CI06AD7F91BAEB438F81
97730324,CI0BE4FA0A5C18460281
97730606,CI316218014F6C446992
97729179,CIE41AFA201F8043C78E
97730233,CI6ED6560C809A4E9B90
97730445,CI1C22397AD2F2460CB2
86100022,CID67B3C7127C14850A9
97730110,CID2EAB5813C2D43F5A0
97730326,CI243395DF81D4478396
97730607,CIE2B03389A64E4539AE
97730234,CIE5BE15A257E647D5B0
97730451,CI00BBF07384784A628C
97728634,CI939FC529C03D4D2599
86100023,CIF8E68178912E434E83
97730111,CI0AF7528E32FE429FA0
97730331,CIAC86A0D5F65A47DFAD
97730608,CID889825A63A745CD86
97728638,CI4FA1E25661C841DC8A
97730235,CI9CB5A9E6DFCE493F86
97730452,CI6B94AEC821A248B583
86100024,CI787C3FBA778F48949E
97730112,CIA59CB2D016EF4606AE
97730335,CIEDD319D0185B4CA5A7
97730615,CI6DD2C6F4334749B1BE
97728629,CIBF60ECDBB78844CF9F
97730238,CI4B86E49C975443DF8E
97730460,CI467FA449CA72442F80
97730114,CI12841BFA61D54055B4
97730336,CI68094021EC3D44AFB3
97730616,CI52905F6F2A7B476E82
86100025,CI73CB2439983D4AEFB3
97730002,CI61C6403D43AA4C2989
97730243,CIFF6325C4FBB3481994
97730461,CI33F1406F6F5A40B6AD
86100026,CIBB7388CFFFE74C9C86
97730124,CI7A8441C3EC1A4A9DBC
97730337,CI4EF0302F2A394725B7
97730619,CI6CE1A7FC15624CF3AB
97730005,CIB842BE3DB6514E9295
97730462,CID3595536965D46D1A8
97730246,CI980D5ABCD9444BF4B3
86100027,CIADF6035185FC4AE3B0
97730125,CI1959E7E72A1547B7B1
97730667,CIA7AA7E94D90547AA85
97730022,CIB04679773F4A4D3A94
97730339,CI9485418145F144969F
97730251,CIDD8FBB9E5459491082
97730463,CI668CA9BD0FBE44ECB5
86100028,CIDFFDEC290F144B6994
97730126,CI9D27C75807434E1AB0
97730342,CIC77F8946186849ACB8
97730668,CIDB4FFA8A5C2F464C98
97730030,CID3155ECF34EA41A7B9
97730266,CI2D2F0BC793B5446AA6
97730466,CI3F828B188804471D9E
86100029,CI2F08B4F3CE3D44FBA4
97730127,CI4EB381BBAEBF49A89C
97730343,CI81E1EAA7836746F288
97730670,CI56EF5FA38B3A423A97
97730054,CIFB1B6BEBFC6945C7BD
97730268,CIAF78DC2ECEDD4B5F82
97730467,CI31506AAA7C3540B29B
86100030,CIA5641F794C3D484DAF
97730129,CIE5E486D5F0A74C5CA1
97730344,CI2EA553D4948A4AF597
86100001,CI351B807FD402438890
97730057,CI41A7CCD392DC4CCCB9
97730271,CI027818414E9B435BBA
86100031,CIE9D3049EEF2248F388
97730143,CIDFA786013E114C1CBB
97730345,CI9C078FDF15144A7CA1
86100002,CID909FDF7765B487AAC
97730058,CIF14F3CCD76104DEE89
97730468,CI93CAC5ABC9534A5881
97730274,CIFC83AD3F09A341B48E
97730470,CI2B01E2033BF646E482
86100032,CIBF170B3BC17F4CEBAF
97730346,CID43C92079CAB44929B
97730151,CI8DA80783C0D54F6780
86100003,CIB7E8263C63CA4D7A99
97730277,CIE9EBB665ED044606A1
97730475,CI0283A3DF6E3E44CBA9
86100033,CIFC6C97744AA7476084
97730059,CI92AC6BD13EA649BDA6
97730153,CI29937AC68D9B49758C
97730347,CIDD0007E3F0894D46A5
86100004,CIE70F826CB44C42849A
97730060,CIEEB2D41E300F4D6C95
97730283,CI8A9D81FEAD17435887
97730476,CIC9F70DEDFD9A4C77A7
86100034,CIA7BBCEE583DA43AD98
97730158,CI777F4F09FBB244CCBF
97730348,CI4AD2CD6113F54EB3B8
86100005,CICFD05DD74BC7406F88
97730062,CID097D2A1DC38425EAE
97730285,CICF391753530F4D67A2
97730477,CI3FEC6AAF979F4A4686
86100035,CIE04FD0CF12D44659AF
97730162,CIA8E747EF89B5457B9D
97730350,CIB325AFC06A9C4BA8BA
86100006,CID290FDFE542F401C87
97730063,CIFF029B7030A941E092
97730286,CI55DBC367D26849E3AA
97730481,CIA25933E79DFA4E1EB4
86100035,CI7CC9969284CF4EB8B1
97730167,CI26BDB9712F4042F0B7
97730353,CI864B5937D89743D5BA
97730064,CI724E9A1A6A554D9F82
97730287,CI5F80A495EFD84396A1
86100007,CI99D004F5228E4951AC
97730482,CI62B65A82573445E092
97662981,CID3E47C5D2E7A4D56AA
97730170,CID691E1988A58491EA9
97730354,CI162F31AFAAD4478E80
86100008,CIE2DE674C224C4D7E87
97730067,CIED16E943B9E74BB0A8
97730290,CI09FFF1BFAC694E25BB
97730484,CI873488876329495D8A
97730172,CID3FB1457253044B0BE
97730356,CIE9BF0DC092184F82B5
86100009,CI1AA65C27D9D54ED2A7
97730069,CI26C418CF51F44E018F
97730294,CI4DDA6AF8BFEE4E85B1
97732048,CI45D900CE7DBE430DB9
97730487,CI85E25B90A33F4382A5
97643309,CI9F185F381A5242CEA3
97730379,CI56FFF9D8DF094AEFA7
97730174,CI8A8449F7EC9A41E5A8
86100010,CI3B57383CF1A146E389
97730071,CI8D9ACDADEFC040518C
97730295,CI2D3EC0D2C9DD4B0A91
97730488,CIB907B1E5466F4FDAB6
97745795,CI47A73828553F427780
97730176,CIA817F923034E40F68D
97730396,CI3FB6095F11724FCD84
86100011,CI834922AF41E0420CBB
97730296,CI87304D6FEA3948FCA4
97730075,CI9C08B08A9EEB4869AF
97730570,CI6789FA65AF534CA89C
38832157,CI0D3B63B12D254E5195
97730177,CI5CD833EADB384296BB
97730402,CI566E7A3E0C25472A87
97730076,CIAA82B5BD317A48B0B0
97730301,CID6850EDA8BEE4D1E81
97730578,CIF241F65BA7DA4C919D
97717286,CI3B12D009511F4BB0B4
97730179,CI006EC5398CD049A486
86100012,CI900CC1421A0B4107A2
97730403,CI3E240FABE5C54FD89B
86100013,CI25D649248F724A39BC
97730078,CI592894F0D4224E2792
97730305,CIC2A1CA23C6C943168B
97730581,CI3D5B1EC5BFCA46F8AD
97736044,CIB9D6E28A106240D8B1
97730185,CIEE8197C6C62A4B4B83
97730405,CIB1EA396D69C14804BA
86100014,CI1B747E6AB43D434CB3
97730083,CIF22322C66D8D4B4C80
97730308,CI6E1A2C112B374952BC
97730582,CI4159BE4B05AC4066B9
97610919,CI002A3AA633144D86B4
97730406,CIED747DF29A4D4E3D9E
86100015,CIB5ACC92ECF684146B6
97730087,CIF002765941344386A2
97730311,CIF0F190BE896342F3AF
97730583,CI077825505D2C4FDB98
97730193,CI0A7F93768F9241669E
97730411,CID96B141BF32E488D93
38825966,CI9E0177A17DFA40F097
86100016,CID07BCC88D1A346BFBD
97730088,CICD85AED2B41E4036BA
97730314,CIE04FA047DF864B3384
97730187,CI994103468E0743F99A
97730584,CI518641281C74482783
97728628,CI253C137E8327466FB2
97730200,CIEC205C01AD0E49E59A
97730412,CI56DA2D8A472F43DE9E
86100017,CI78281ED0AF6948DEB3
97730091,CIB0F221A1ED7746E0A7
97730315,CIFF1E2137CCB74C2389
97730590,CICC056C8FA9594F85AD
97728746,CI258C524EAD974B6FA9
97730222,CI64FEC9E40B784135BB
97730415,CI0740403BB3B64A4DA1
86100018,CID4C326EA660843AD84
97730316,CI1322EBAC4D2D425290
97730595,CI482E781BA4684E23BE
97728637,CI2FD92B5799CA40078A
97730224,CIE89B5FE96B01420796
97730416,CID5262D00B93240B291
97730101,CI912265ECE4D6483696
86100019,CI8122746621E642A1A3
97730321,CI0CD97BB81B5F47779D
97730602,CIB6C8B2FC6B3541DFA3
97730105,CI98A0E9699D0A47DEA8
97728627,CIE0A28B3222BD48A4A1
97730226,CI4425EAB670A84D328A
97730106,CIE2D8890783C54F99B7
97730416,CI9A29D1656FAB4CD19E
86100020,CI9BC7AFCFC8B1491382
97730323,CIF91A02F8BA0B4BD396
97730602,CIA3110AFE52464A54BB
97740936,CIBBF8D86100D4467EAF
97730437,CI3333703F0520460680
86100021,CI9C34036E92B94F6F96
97730228,CI9EDECDE832C94D578E
97730107,CI2CA8BED03B8643D59B
97730324,CI44ACD00F777848D8AD
97730606,CI0FAEF45F972F4384B4
97729179,CI7D963FE9440C416B9F
97730233,CI23AF639EA4224A64BF
97730445,CI042C1122912F4B1895
86100022,CI67BCD65BA1264DCBAC
97730110,CIEBDCF82CBDF44C5A83
97730326,CI38F38A01AFE0455EB6
97728634,CIF47749E3F3134FCA8E
97730234,CIF769477BE5E246C2B9
97730451,CICE642AF404A74B2394
86100023,CI0A33F320042D40A1A6
97730331,CIC0C10FBAFE574DF6B5
97730608,CI2D70416DA9E248CC9C
97728638,CI6386E5BCE10847DBA1
97730235,CIC4C14256CF43438CB9
97730452,CI4AFC72FE5F104767B5
86100024,CI271264768BC04ED28D
97730112,CI3553DF69099548E58F
97730335,CI26F6D0045A864645A3
97730615,CI6DBC69DB4A6147FC90
97730111,CI86C38033C48144348B
97728629,CID8F350615BBE4D1EA0
97730460,CIA231A296A8ED453989
86100025,CI8F47C67F5F544DDB99
97730114,CICAC301622F2D455BA3
97730336,CIF98153C3E21A401A8E
97730616,CI204BE1A04F024C3A90
97730002,CI5494DC64A4914A61BB
97730243,CI325683E19CB240AD87
97730461,CI05F83A55491649C087
97730337,CI670FC8D1F1874213A0
97730238,CI9A3E958B446D49FAA5
97730619,CI80DA0C1A745B450585
97730005,CIFF66EEA4943D453F98
97730246,CI3CE401D32BD34750B4
97730462,CI54E3248755714AD29B
86100027,CIFD493251696E4461B2
97730125,CIAFB7759EF76A46878E
97730339,CIE8B54FD2C688442281
97730667,CI450D1BD607D541DE9D
97730022,CICFE141DCD705414297
97730463,CI316807E584374A398D
97730251,CI9C5C09D5C6CE4C75AF
86100028,CIDB6CA005F0D542C289
97730126,CI8F044CD3252B482992
97730124,CI905D9AE394E5490F97
97730342,CI6617D3B3B18149919E
97730607,CI94FB25B7428F420588
97730668,CIECC238DD052F479782
97730030,CIA3EBC2F633E7492191
86100026,CI96B2E32F76BE4E1C81
97730466,CIA5AD8B600DEF497D95
86100029,CI7FA3E2EFEDC048D29D
97730266,CI99616644828E435AB1
97730127,CI6233D9D7589247C2BE
97730343,CI4C46F11C7A974573BD
97730670,CI8DDE776006A14DCDAE
97730054,CID7E3FFA98E764FBB8B
97730268,CI9F2194ED102F4C2E9E
97730467,CIF295F702527E4D08B0
86100030,CI4BB7A766760448AC9A
97730129,CI16F55275FE61473CAD
86100001,CI682F82996D794857BC
97730344,CI76CC6ED3EE0A4708BF
97730057,CI45305E067CA84CD595
97730271,CI3E08709F825E4C67B8
86100031,CI2FD044566FE44DFE84
97730143,CI5CBC77881A374E96A9
97730468,CI980C61FF2A5E4AB1BA
86100002,CI1326A2517F1E4E91B2
97730058,CIDC04E7ACA26E4C8DBF
97730345,CI61220F7291124190A7
97730274,CIC583E6C49AE8423C8B
97730470,CI5D14DEB9FDBA4B5CBF
97730151,CI4743CC5E00BF46B5B8
86100032,CI8A9627AE1FCA40898B
97730346,CI235DC0F440E947B1BA
97730059,CI0B669E1AC7F14046BF
86100003,CI6D07820DCABE43E28B
97730277,CI33840EF16162404EAF
97730475,CIC2CC8D224F7B4ADEA1
97730153,CIAA9C1CF4724043C093
86100033,CI8D775DC5552E480AB3
97730347,CIC0D1C4055E8B46EC85
86100004,CI173BC01D1DBD40BB8D
97730060,CIAA6DE06B3CFE466982
97730283,CI6B56D72FC69F45F4B1
97730476,CI3555BB037D0F4284AE
86100034,CI3D044ED263D6462BA9
97730158,CI353517A1729C4EA58A
97730348,CI2B2450B5AA164070BE
86100005,CI63B8F8C9BAAA43E995
97730062,CIE9C03E55117F42868F
97730285,CID8D5C69C3DEE4E1784
97730477,CI0C0B9CEEABAC4991A7
86100035,CID5B1EE82AF6D457983
97730162,CIEABF01C322E04AECAE
97730350,CID1ABC496499E45EA8B
86100006,CIFB7A5B413B9D49279B
97730063,CIA8208222859B49F39B
97730286,CI8199DEF91CFD4A8CBD
97730481,CI9BF3BE9FEB5F4AE186
86100036,CICB71729C8E0B496BBE
97730167,CI5DCF45AE6378403CAF
97730064,CIABBA8FA9DCD0484696
97730287,CIF386B4B48CC6432291
97730482,CIB9899EDA788941FF90
86100007,CI82DB5E5938D64DE7A2
97662981,CIB04E253AD2DD49AF82
97730170,CI6A0851722F624C3295
97730354,CI1846815E0C9D44AFB1
86100008,CI68E6ACA24A3D48D1B9
97730067,CI8F33E6E813894602AC
97730290,CI59F29F4A08BA4017BE
97730484,CI04656B39A2C24F009E
97730353,CI9003FE2E6CA24AAC84
97643309,CI16A2156657E94518AF
97730172,CIF89ABF115A2B40318A
97730356,CICCBFE8F40C46401293
86100009,CI020DE16214ED4743B9
97730069,CI9EB4AA14E0A34167B5
97730294,CI0C9E592E34B741D792
97730487,CIF086BBBC9CC04028A5
97730174,CI4AA5D36629B1460FA2
97730379,CI534EF3BF1D0E4F149B
86100010,CIE4E40F532A694759BF
97732048,CI97D148F94B85442A9C
97730071,CI6B7B840E4DF241E1A3
97730295,CIEF27433562D44F14AE
97730488,CIE3263EC05E50445F97
97745795,CI07E5A2770BE949A2BB
97730176,CI1F82EE6D1A124145BB
86100011,CI15DD390540D643CD9B
97730075,CIC3FD42F9607149D99E
97730296,CI4AC7148A27BC459ABF
97730570,CID722883F2BBC4781B1
97730177,CI5A52EC36C4D04C7CA6
38832157,CI7FA6656A5CC749A482
97730402,CID0292B37F08546F394
97730076,CIB36F6375AFD940679C
97730301,CI51CCAE21E9D04CF7B5
97730570,CIDF1F16C4AF8B4625B7
97730179,CI45F227CB75CE4C77A6
97730403,CI2B72E9A1C4B940B186
97717286,CI651926CC4BAF45DAB3
97730078,CID499A6286AB54D08A0
97730305,CI206445BE78A843B0BC
97730581,CI4371F5A363FB40FC98
97736044,CI141D7F5033AA47A29F
97730405,CI734A6B83D8C2419FAC
86100014,CIA582AE30C681488AAE
97730083,CI486D0A8663D544129D
97610919,CIFFF19562AF004AABBF
97730187,CI2BBE68F74B5242D89C
97730406,CI4605428E3A364400B1
86100012,CI854C2B583BF740BBA6
86100015,CICC21FC9AE71B4DB4BF
97730308,CI87FB6A8AE14C46BCAC
86100013,CI8771F9A607214A5390
97730185,CI9AAA1C2D6E304F1C9A
97730087,CI880D447BCE66486180
97730396,CI9CF62727E5D049EEB0
97730311,CIFBF4218DBB8D4466AC
97730583,CID6AEF0FB20D64848A9
38825966,CID0A529A2FEB24ACD88
97730193,CI22DDDFFB64EB4350A2
97730411,CIA8ABDC5FB3B54789A3
97730582,CI9D589EFF3FAE4DFABD
86100016,CIEC0D1BA5C8E44D37B1
97730088,CI3158FE252B9B4D259D
97730314,CI4966E98A441048B2BF
97730584,CIF831911424D543AF81
97728628,CID344E8E2BB7B44EBB6
97730200,CI17FF21E92A7B4EEF9E
97730412,CI2EE55CD0E4004FCCA4
86100017,CI29ABC36D7D474687B4
97730091,CI7E387ACBEE14426D85
97730315,CI59A784C9341B4223BB
97730590,CI0CA4401008EF425780
97728746,CIB35E8D5E1A054CCC8E
97730222,CI0397416673074E72A0
97730415,CI61B31F8EE31942CE9A
86100018,CI75669F20E16941BBBA
97730101,CI0C37135A8C524FFE8C
97730316,CI451A4AC184B8453C86
97730595,CI46DEF8C5830D4FAA9E
97728637,CI51A3A4B616034B1AB2
97730224,CIA5F724EDA02C4843AD
97730416,CI931081B08806448A88
86100019,CI2D6BD741F4784598B1
97730105,CI7BD96B1407774A63A4
97730321,CI035AC49010E74CE6BE
97730602,CI5A1DB7E4EE174366A2
97728627,CIFEDCC5968C3D468AAD
97730226,CI1B860D8E10294A0BB5
97730420,CI214562C48C96420B96
86100020,CI0EDAAAC1799F4EE7BA
97730106,CI449396C1741A483AA9
97730323,CID5AC92F9A9A44570B0
97730605,CID2709AB442E24C8D83
97740936,CI4776DE5F0EC743A28B
97730228,CI763A9C9EEF1540D984
97730437,CIC265D87448484A45B5
86100021,CIDE9B9646877747B4BA
97730107,CI218C9D7DA52446298E
97730324,CI4BA26D5CC5CA417990
97730606,CI29C0E9855D2D45F7A4
97730233,CI5C89A97FDEE242A78D
97730445,CIA4D0BA9A864742D993
86100022,CI5883B49A44404FE3BA
97729179,CI8E2A3D5F1A374BB6A9
97730326,CI32E1319ABE4B47B080
97730607,CIB74E97AF90EB498788
97730110,CI77EDDA1221BC42748E
97728634,CI427FE42B033E4830B5
97730234,CI86A68F59DD874145BD
97730451,CI183C333309EE4426B3
86100023,CICFF1FBAA5A9747E49A
97730111,CICED3D3D473B24FF6A0
97730331,CIA584139C3DE74CC693
97730608,CIDC444B96CBB54FF2B6
97728638,CIB4FEE46F55ED425CBE
97730235,CI2E664785985E4CE389
97730452,CIAD61EA82AB914598AE
86100024,CI50A258AF3C9F4FAF95
97730112,CIA6A850F8092A480496
97730335,CI6EBFA3569F9F4311B9
97730615,CIF71C6DC3B8FC4F1588
97728629,CI17CED95164874A7BBE
97730238,CIC4496B9CD908451EAD
97730460,CIE3750B46C091487394
86100025,CI2B1B98EC0648469095
97730114,CIFB4BB42BB4E74A1897
97730336,CI328EAD9D93924B33B5
97730002,CI385115AC72EF41F5AD
97730243,CIB8B5817E0E644E6A90
97730461,CI5257737200D84D91B4
86100026,CI4841B918640546F6B0
97730124,CI73194EA70FC846A9AC
97730337,CI7F8A32D0E624431099
97730619,CI163B0D6A296246C6BF
97730005,CI48B66A0CAE994676A1
97730616,CI97113EB65B114BEAA7
97730246,CI957E8B0F0F284A15B6
97730462,CI547278916D074DA9B6
86100027,CI1B3C3152726349EC9C
97730125,CI9C2E6726B429471D8C
97730339,CI4160BDD4FF23424CA4
97730667,CI5539D10E20D343A9BC
97730022,CIF2EA6F7F7B704007B3
97730251,CIE3ECD5B00CCC456DB9
97730463,CIFD1F79653BAB4F3DA9
86100028,CI23C6333145934D9FBE
97730126,CI8F78B5E3DCC640BFBB
97730342,CI654879DCB6304A51A7
97730668,CI3C0E3C2D77A64E9D95
97730030,CIBFCB2011286C40F387
97730266,CI2CD0A78D87DD4801B7
97730466,CICD0F693C7B7846A19C
86100029,CIB70F1112D94F45B7BE
97730343,CIE44C002130154EB2AF
97730670,CIDF78E2299CF848409C
97730268,CI63E8B7CBC90D4B61BF
97730467,CIF290C0E2513341CAA6
86100030,CIFF98B4854C024E8FA9
97730129,CICCEE4851B7704F9FB3
97730054,CI8E007FC643A648B486
97730344,CIC38379491B9D4534B1
86100001,CI6068ECE393AE4FEFB6
97730057,CICCCCAB0A509E49D99F
97730271,CICE270D19734E4A5298
97730468,CI465A28F9A391462D87
97730143,CI7B7645A19F024B4AB3
86100031,CI8EDEE0210C5A43ADAA
97730345,CI1272B8980B7D470FAB
86100002,CIB756F4F97F6348F3AE
97730058,CI19AF6D8B8B7E4E63A3
97730274,CI07AEFD756B1844A0B7
97730470,CIBDA35DD537104FB2BA
86100032,CI3905F4E0BCD249AFA0
97730127,CI941D8BF4333E4F07BE
97730151,CI4E4D2E4A132A4E0792
97730346,CI7E39412645E748DCB6
86100003,CIC87B6D5F15384AB6A6
97730059,CI3401CA6C04CB4860A2
97730277,CIDA1F99B718E84B389F
97730475,CI5A26D18FB44040A58F
86100033,CI6475FCCB0E6E4E71B0
97730153,CI3B9F1F211F1644A2B2
97730347,CIC7F78FFC386144E3A2
86100004,CI2C515FF5ACC54E459B
97730060,CI2EBABDF44EE34142B6
97730476,CI4707E84203924833B4
86100034,CIDB9391B30C1848DC85
97730158,CIF42D1BCD025B4070BC
86100005,CI8D4F5F8FA44F4E5CA0
97730348,CI856BA3B980104C35A4
97730283,CI88BF2E3F9A34461CB2
97730062,CI16890ABD0C78442596
97730285,CI2B0B2A81BF1C47B3BB
97730477,CIEA0546CACC5B473C93
86100035,CI91EBA2846ECD43A996
97730158,CIF8A24CF3608C44A0AA
97730350,CIB03BF450894445DB99
86100006,CID56EE2CECA3A432B8A
97730063,CI27A221DD920F4E15B0
97730286,CI0778815CEDA54ABDB8
97730481,CI88DADC1B2203429DBA
86100036,CIB5057EBEB9F743AFBC
97730167,CIFDA1FF5D31414391BC
97730353,CI2182EEF9BB3643A9B6
86100007,CIAD905A28E3BB4AD29E
97730064,CI8AEFD4641E254C0889
97730287,CI54B0505229AB451AA6
97730482,CI5289F0A5443245C0AE
97662981,CIC7DCC6E13244428C96
97730170,CIB37F2590DBE04F7180
97730354,CIFB5BA746E0BC4E8483
86100008,CIA7AF14B4FE89463BA9
97730067,CI29F3561E4E2A46AE9D
97730290,CI89AA658FAC1641A6A2
97730484,CI4177058BF8404AF593
97643309,CIC3566110D98B41D289
97730172,CI2ECD8A72C0AC42ED95
97730356,CI0089CD967DC248CAB8
86100009,CI565C6E20F2E144698C
97730069,CI2A6B9A972C7A44E6AC
97730294,CI80FDD67954F94A72BF
97730487,CI7F0578352AE64D41AE
97732048,CID57DDA29C5A54EC192
97730174,CI560A68214A3A45F488
97730379,CI8E7506DF28CC4F29A8
86100010,CI62671783B5754A2CA9
97730071,CI0944984CC2454DE9A1
97730295,CI277C3EFD0C25447D91
97730488,CI1DD0C051AE1549449A
97745795,CID94906B2A16047E58A
97730176,CIFA66E985345142B583
97730396,CI2402494B62354F9FBD
86100011,CI039F4C2577764F63A6
97730075,CI475F64075A4840EDA5
97730296,CI6339BFD1884641ED85
97730570,CIB3800FA54ADA462786
38832157,CI056A4474591548B38D
97730177,CIEF16316668D0431396
97730402,CI3DC990953A8D424E97
86100012,CICE505C4C2F0F4631A8
97730076,CIF7C49A90A0A646E49E
97730301,CIC92AA737DFFC4B5EB4
97730578,CIB619D10C20BE42CCAE
97717286,CI058C822CD98048E7AC
97730403,CI52A1565377D34C328E
86100013,CIBEF9A861CC984655BD
97730179,CI9A1C9844AD5C48538E
97730078,CI60F432D55C9B4E3C96
97730305,CICD23314C142A4EF8B3
97730581,CICEBA8AF7EE7E44E5BB
97736044,CI39F7DAD635E14646BA
97730185,CIB31EF50409814A22BB
97730405,CID7DD9C0156A9451C8A
86100014,CID9F528407FC0494CAF
