account,externalReferenceId
97730344,CIF69DF6B2465E452095
86100001,CI5CE7B1F623CB4FAE8A
97730129,CI8205DFE1C68C428DA9
97730057,CIDD0DDC5968244D2495
97730271,CIE60FFC8E016044C3A2
97728629,CI20A29BFD2D0B4C8994
97730238,CI7EE9049B6D5B40D381
97730460,CI7F070515233F41EBA3
86100025,CIF2A8E343E3FA4DF88C
97730336,CI14799CCBB48D4DB0A5
97730616,CIBCD5E584D42041FB9E
97730002,CI00B929E5590A4FE0A7
97730243,CI32E2442C394646BB9F
97730461,CI4153ED9ECF8F4678A5
86100026,CI8A15D437F2654B8AAB
97730124,CIF53353B0DC5B4BAEA0
97730114,CI9ED7AE1D9D4C4F3EAA
97730337,CIA846A5BEFE0B456C99
97730619,CI32230A09135D44B687
97730005,CIB9F58778E01A4E5F9B
97730246,CI4DE1F14E7ED34B82A6
97730462,CIC0F25B56E503464CAB
86100027,CI84E424BE35FE4E6292
97730125,CI249BB97D095B43A497
97730339,CI3C39435A008C43DA95
97730667,CIC0D03F121BF64FD0A6
97730022,CIC4081443CE2140D8BD
97730251,CIFDE36EA5CFAB415FA3
97730463,CIA59C20A398494C66BC
97730126,CI52B4704A04784EAF91
86100028,CI671664C512E74F548A
97730342,CI8BA4465055474CAC9F
97730668,CI32EC32618EFA452BA5
97730030,CI3375C1AE2D83447083
97730266,CI4D5B2C3423754B2885
97730466,CI77B8084780034CD3A2
86100029,CI17AB875DAF0343E9BD
97730127,CIBCC9E74FB2AD4C6EB0
97730343,CI7023C3C7B729450EAC
97730670,CI4AB6F2871DFE4B0F9A
97730054,CI330893E101614104BF
97730268,CI8658D7EBECE24B1AB3
97730467,CI289B437A32B9427FB0
86100030,CI9527737C7DEF432AA4
97730129,CI019D2ED42776419E83
97730344,CIA7F882321E864B439A
86100001,CIA2AE82823E1A49379D
97730057,CI0B64B5333DDA4A1F8A
97730271,CIF152913A11794D038B
97730468,CI67DE61FCE3324BB796
86100031,CICF7966F2417B4619AD
97730143,CI79AA8FFC623F4A3197
97730345,CI590A6B604EED449380
86100002,CIE8F78FFF6298471DAF
97730058,CI64294AEB98A64CEFAE
97730274,CI2A56F1B0103B43C3B9
97730470,CI297D9D40C3474C43BA
86100032,CI4BDCA544739B457886
97730151,CI8CA496B4D76742B3AD
97730346,CI5F13DB282D7944039B
86100003,CID153F159E2694E25B2
97730059,CIFE9EC73C575041CEBD
97730277,CID18D8582A10248BEB9
97730475,CI16B93CCB90AB4C4C81
86100033,CIADC92B1EE4C14EE5A6
97730153,CIC53C98BC1DEE412B86
97730347,CIE99B103016C746CE95
86100004,CI298495A57AA04B109F
97730060,CI382FBF582F6D4300A1
97730283,CIC4A106A6089C4963B8
97730476,CI4A8CF5B166AF40E580
86100034,CI02D886FEE72E4A7F94
97730158,CICFC21D9D5EEA474284
97730348,CI9384DD3B1002489B94
86100005,CID352A9FF71444AF09E
97730062,CIC7F63F219AD14947AB
97730285,CID30EDBF69D7D4FC4B8
97730477,CIAC99B262A68140FFAE
86100035,CIE88F620A29F74ACABB
97730162,CI7419601AE15E48A2AC
97730350,CI2474D0FAA55840A893
86100006,CIB20B55961E114C7682
97730063,CI719680DF72414AB691
97730286,CI44CE2272026543C395
97730481,CIE4D3EFF892CA4D58B8
86100036,CI8C4486AC9BC0497C9C
97730353,CICDD980CAE3E9447FB0
86100007,CIFD9D374F913E466696
97730064,CIEC377C17F8E940A395
97730287,CI431ECD8143B54BE78E
97730167,CI940F05356DCC4CFCA4
97730482,CI5F1A4A6CFD494AC883
97662981,CIFDDA0CC12C224BE1BA
97730170,CID6360524DD6F429196
97730354,CI45B33107D18D45958C
86100008,CIB10BE76278084467B4
97730067,CIFBD591E89DD249BDA2
97730290,CI40C797D15AB44213A9
97730484,CIA7248AD8556B4D359E
97643309,CI52B6EFC448D1443589
97730172,CI1A314B8E8F824771A2
97730356,CI19A5F915074D450EAA
86100009,CI6CA46459FFE7495793
97730069,CI6739AD4C0CEA4BF4AC
97730294,CIDE2C887AA15C469FAB
97730487,CI2AE418ABFE0445C8BC
97732048,CI863358F4B6364901BF
97730174,CI234FD013C1B94E28B1
97730379,CI83215F8633D44B569D
86100010,CI57CD5484C0774EBDA4
97730071,CI4B619B97D79D4F91A0
97730295,CIA0F378D81CCC4A5AAD
97730488,CI48C66F2D3C2D40F681
97745795,CI0F267BC20BF24EC798
97730176,CIA50AFB4168564CF695
97730396,CID506CE430E3A4E3AB9
86100011,CI409A50AD8F8E406EB2
97730075,CI50F37EFB9AC644EAB1
97730296,CIF59A4068DD9E4174B0
97730570,CID627442E14F44EAFA6
38832157,CI054B6997DDBD42A8AD
97730177,CI46CE4FCA9D0943D0A0
97730402,CI09B6B859F579414C84
86100012,CI9EB24C56B5B3444599
97730076,CIAB2A72FF89684FE49A
97730301,CI91BE66790581415E87
97730578,CIF881464B28C740B6A5
97717286,CI36857CE2E5DC4F8AB4
97730179,CI733DE39A0DB043908F
97730403,CI8DA8585068864041A7
86100013,CI120983DC88CD4BEF98
97730078,CI6C91916AFF204C6096
97730305,CIC61EAEFF66094604AD
97730581,CI987FA490770E4318B4
97736044,CI16C230462C9B4A859A
97730185,CI001C0968E5A44297A5
97730405,CID4E5B2C871FB4439B0
86100014,CI7A6165288916423788
97730083,CI5DA5CC236FAB4D63AB
97730308,CI8FDF0465ED44475898
97730582,CI03BA7DA3651748D1B6
97730187,CIA50197427A8846C7A2
97730406,CIFA47AD6FB83F4C47A8
97610919,CI906EA76BB25246A5B5
86100015,CI1FF1C285BA1E42CC85
97730087,CI2C294A11281E402087
97730311,CICFEDCF9267AF4FCAAA
97730583,CIB1251E3D6A5C48AFA3
38825966,CI7835AFCF77034FBABD
97730193,CI49E00E9012F1489AB0
97730411,CI0C0D9687CA6C41EDA5
97730088,CI2E265BF2E7AD4844A8
86100016,CI59153DE8148B4D78AA
97730314,CI1A430AFC3EFC49189B
97730584,CIA6FB876C59E04C5981
97728628,CIC8CD2C2EA6B747E0A8
97730200,CIE66C6819C38B43018E
97730412,CI65AD3AF1CDB14DB4B3
86100017,CI59478EAA9A044B2B8A
97730091,CI2559A6C6B03E4CC099
97730315,CI833EA5299D1646469E
97730590,CI9A5429952E63466DA4
97728746,CIAD4CD488FA3B4F3281
97730222,CIEFFFF3A771FA4FB0A7
86100018,CIC86FC8D4F75E4BCB86
97730415,CI84BC68D9A203420786
97730316,CI01B93F21D06E4FFCAE
97730101,CI9193EF19618D4AF198
97730595,CI7E2597A4735F47ED93
97728637,CI253CE36BE3CA496180
97730224,CI1CDB934327A746A5A0
97730416,CI35602958C86543DBA7
86100019,CI0D37434765FF4EBA9A
97730105,CI578C3B0474C04F8C82
97730321,CIF7FB3681AC7847D7AB
97730602,CIC89A6598C1124DBF8E
97728627,CIFF8627FAE12843989B
97730226,CI3DC06270315B4202AA
86100020,CIA069606986F243C3B4
97730420,CI7CF4046FE6F6490DA2
97730106,CIFF50B2B68D474306BB
97730323,CIBD78AB34106341FC9F
97730605,CI9E70B0D805BC4D7280
97740936,CIDD72631593C44451AD
97730228,CI5499F8F2228B4AD1B2
97730437,CIDDB1142452EA4CD58D
86100021,CI03EE722ECD6E4178BF
97730107,CI7C21EBB41E4D4D93BD
97730606,CIB65163561EBF4505A7
97730324,CI7DA8EE107EB349F795
97729179,CI26F320E5CC55470496
97730233,CI377E4089D991473992
97730445,CI48712DCE7599462C94
86100022,CIF81BB2B5BE8042148B
97730110,CI4E2B33B9D3FA4E34B0
97730326,CI3204C960186749E8A7
97730607,CI062763E57B3F419BA7
97728634,CI85D28C76B1CD42248B
97730234,CI3DAB4C63A7C64E43A2
86100023,CI016ED484F4584E1BA5
97730451,CI99F4F66BF84A41BF90
97730331,CI34A9D2D8537346AAAC
97730608,CI0A8B418878B642D1AD
97730111,CI815754BBAB0C486F8E
97728638,CI522191C22FA645C682
97730235,CI3AB2CF36EB0749539C
97730452,CICF5D6CB7DD4C443B8C
86100024,CI7BBD1CA788BD4E92BD
97730112,CIFEE17D90063D4E5583
97730335,CI15FD31546A554DB693
97730615,CI4F8ECA45E7514F04AB
97728629,CI66983651BC61490C98
97730238,CI0DCFCFE82922492993
97730460,CI01BCABDAD96A45EB97
86100025,CI21D34B20963543E091
97730114,CIAD6F7D9E95E0400DB9
97730336,CI4625752BC1A94A46BE
97730616,CI0B84C1AFD41F43F1BD
97730002,CI3A6E416797F04C1081
97730243,CI9A58E32BD45947DB99
97730461,CI532910D356FE46D6BD
86100025,CIE54A50478FD843259D
97730124,CIA437B7C3FE8D4B1786
97730337,CIACD85DBE27184D7CAD
97730619,CI5ADEF40BB81F4813BF
97730005,CI571354338DAE4F55B5
97730246,CI36267A8F2A7A4AF18C
97730462,CI78AB9B96DFFE4A63B5
86100027,CIE596E7F7783A4AF39D
97730125,CID2C05369C99E41DB84
97730339,CI89F12072F97D4275BB
97730667,CI02597E9584F640BBA9
97730022,CI3B1F3A89134E45F29F
97730251,CIA32C34C82437423D8C
97730463,CID5ACC962D7284D4E9F
97730126,CI6031A99F55D34232B2
86100028,CI6693511E931948E5B4
97730342,CIB439298CAE104EB8B8
97730668,CIFB122D3984964E63AE
97730030,CI2AC75A7CFC1B41D79F
97730266,CI06C2A4FF3513429BB8
97730466,CIDE494E5BEACD4DA58F
86100029,CID30C9A5627654168BD
97730127,CI9E8A9F9350954FA1A5
97730343,CI5E480F743255458B99
97730670,CID316CA70A9C74C958C
97730054,CIFF05964B71124D4884
97730268,CI6ED502C8CDB3466B8F
97730467,CIA455FEA84C1D44AFB6
86100030,CIA49DA0A03CE24CCFB8
97730129,CIB6EB0B6E52C24E699D
97730344,CIC9329BF819C5406888
86100001,CIE7FF6D22099A45B8A6
97730057,CIE387310C073248E783
97730468,CI3F439D439D9D424CAE
86100031,CICCA7C87AD019454DB0
97730143,CI66420586652A435EB8
97730345,CI67379110927E42EAA0
86100002,CIAC225216D25341F4AF
97730274,CIED1D6092C3B544F68D
97730470,CI5C0CBD58505B4496A7
86100032,CIBB802A73C1B74D7A8D
97730058,CI8343966A20F7484784
97730151,CI23A8CCC5840A4EBCA6
97730346,CI1E5A34806464430FBB
86100003,CI591180593FB14DFC86
97730059,CI9A72EC4AB9984A5582
97730277,CI1192EB4747814D809A
97730271,CI99544E21B33D495D9D
97730475,CI9F03575351F74395AA
86100033,CIB5E50D13A7794879AA
97730153,CI6FF7B92B649A4821AF
97730347,CIE765C251096F4A0CBE
86100004,CIC4E16CE2B557403283
97730283,CI4288511443114EE896
97730476,CIB4728AB7EE764F469E
97730060,CI8E9347E28F464AACB7
86100034,CIA15A7F66485347DC80
97730348,CI16A1BE9395F84D4C90
86100005,CIE4ECD13A42CC48EE8C
97730477,CI5D13CDE94D5B4ED0BB
97730285,CI58B34549CC274EA2AD
97730062,CI79F2FF7AAC5347E99D
86100035,CID4AACED886184547A2
97730158,CI87E08161A022482E8E
97730162,CIE034020ACA2E4CAA95
97730350,CI07ED5504B88F40719B
86100006,CIF463C6449A914460A2
97730063,CI3C115DEB467C4F37AB
97730286,CID2F968594ACC4B028A
97730481,CID78761D42FCD47FAB7
86100036,CI358426B2F488425D83
97730167,CI81CFFEEF0E44414487
97730353,CID5B1FEB416F049F89E
86100007,CID657B53027F544C780
97730064,CIBCB836FDA1214836B3
97730287,CIAC87CE0B94424E5995
97730482,CIBB2664D0D5DD449B86
97662981,CIE479061BD5CC430486
97730170,CIAE88FFE29D2A4781B2
97730354,CI82FB2BB84535407BBC
86100008,CI6C9E72B038374B2AAC
97730067,CIE5052AF1F3EE480D9A
97730290,CI53ED7D8987A541EE99
97730484,CI3E1B0EB82D594AA282
97643309,CIEF16E7F82F06454AB8
97730172,CI66E67FB0F2E7437B9F
97730356,CIFE2859C475424E8EA3
86100009,CI0770CE03E8B440E39B
97730294,CI3C808A6A18244DA193
97730487,CIC2D54CA573D84BB18C
97732048,CI0B9C9572CC0143D286
97730174,CIBFEB87C9FD0240A181
97730379,CI49613ADAD63F444780
86100010,CIF8F3BAC8440E4EDDA8
97730071,CI1AD0C3E7FC2A4FD3B7
97730295,CI0371FD4A227B4D7895
97730488,CIE0FB2011B200413589
97745795,CIEB4734E533314C5091
97730176,CI65356541DC7644F1A6
97730396,CIAD537F662AF64C31A0
86100011,CI0545F2776BB44244A3
97730075,CIC393F24A2CE44C928D
97730296,CI871457D566F7409C81
97730570,CIF33AF568417843BDB5
38832157,CI8DC44C29A20B4B9880
97730177,CIB956C7FFDCF84B16B5
97730402,CIEEB4D4CBBECD4C9AA0
97730069,CI94501C44D3714C06AA
86100012,CID75B0CD3B1DE497E94
97730076,CIF5C5F08386084B36B1
97730301,CICAD83CA465F24FFE9E
97730578,CI41CEE5F47A7A41BDB0
97717286,CI2EBF460434E840A1B8
97730179,CI75C9AA65D5654A2F9A
97730403,CIBE32D5F351D649F796
86100013,CI48D2BD8D4CA34EABA2
97730078,CI879F2B0C204F41C991
97730308,CID7CD05D181AA4BB899
97730581,CIB4C12244343C4281B4
97736044,CI0E0294585E8347148B
97730185,CI9308B38024B04A66A0
86100014,CICBCA5B72F262485DA9
97730083,CI4763C8E270EC4FFE97
97730308,CIDE3F02690E02466681
97730582,CI5354C6A3EDDA4ADBAF
97610919,CIB760C6CE1F0449ACB3
97730187,CI3B6DA11D572E4DB995
97730406,CI0E6FC5959EF045D699
97730406,CI9FF9A516299740C38D
86100015,CI4A211F54FBC043CEAD
97730087,CIA3B19B53DA42490D82
97730311,CI34C2FF10B00C4940B0
97730583,CID9BE2EF4FDA0493185
38825966,CI502557F240CB47719C
97730193,CIF0B5041A9A3A489EBD
97730411,CIB145CF7B2085420088
86100016,CI81F1CEB9D40A439C9E
97730314,CI8B583FC8BC5A42E683
97730088,CI97A229E4BBC84600A9
97730584,CI5CCC256FF936404384
97728628,CI9DE9B5012D724FA6A6
97730200,CIE373DC4FF97A4B3A8C
97730412,CI6C3B9ED442B84BA29B
86100017,CIED16E27BDBB04AD19C
97730091,CI47C96C0F13FB46209E
97730315,CI4E9D080C0C574397AB
97730590,CIB2449F6D98B2463ABC
97730222,CIC00FB0630A344B6DAA
97728746,CI79530C43DBB14B34A2
97730415,CI1281E2969DDA4C05A6
86100018,CI6A57082B91EC44F6A2
97730101,CI469FE77A54A24EC7AB
97730316,CI2E9664ADEA1D4FA2B3
97730595,CI7A7B2A4488ED40589F
97728637,CID575D2656BB24028BD
97730224,CI176DB0D830F840CFB7
97730416,CIA781E3DEBB06400E8B
86100019,CIB97094D591EA4F69BE
97730105,CID9362E08BE7541D598
97730321,CI47DF0048CB4A4D84BF
97730602,CI5001002DEE0C47529F
97730226,CIBEEE7853F95F43DE9F
97730420,CI781E90835A594C21A6
97730106,CI2EE2FD609CCE4C6299
86100020,CI8D130322735241228C
97730323,CI1C9532D517394DBD90
97730605,CI2780C3FB131942FD9E
97730228,CIE42055D248C6429CB8
97730437,CICCABE0C17A854F888F
86100021,CIDE5E2E3DE41A4CD8BC
97730107,CI32830B29474F43F396
97730324,CIE4DC492AE5304A8A93
97730606,CI414716F9B853462693
97729179,CI7B9F7DCFBCE8498281
97730233,CI4CF86A8ACC87449F82
97730445,CIEA79339F41AF4276B4
86100022,CI2B9D8F872D434DCCA6
97730110,CI8AF000D4C07F4AA5A9
97730326,CIA727F1FBBBD04D11BB
97730607,CI0ADAAA3F0739437FB2
97728634,CIE09387B8342D4088AD
97730234,CI73FFFADF8DFE4CAEA9
97730451,CI234240B5C5994E2687
86100023,CI196D9901B4724441B6
97730111,CI2D4D5759FA04406284
97730331,CIBC9D79DA8DB74B4DB4
97730608,CI4F43F85FFB52449792
97728638,CI3409DFE6565D47A68D
97730452,CI8207DB8A6FB048BFA5
86100024,CIA9473CE53A2F4518BB
97730112,CIF0CFDDF4189245ACBF
97730335,CI69D911783BCE45FC8D
97740936,CI92FF321476D94A908D
97730615,CICB7E5A27025743AF91
97728629,CIF8C2F049AF1C429A94
97730238,CI65D355AF37AA4E3594
97730460,CI9C54C950676F45F08C
97728627,CI98CDD07EC8594A4BAC
86100025,CI6D52CD300891451C89
97730235,CI9964C55840FF4A268C
97730114,CI733CBCE648B9460FB6
97730336,CI320239D9AA88411F86
97730616,CI1FFE20420F894A888B
97730002,CI012099631E2B466D87
97730243,CI63FE9012411145E2BA
97730461,CIAF180FA5FE1B4E30B9
86100026,CIBF7325437D8742E296
97730124,CI4603CF39CE7641F393
97730337,CI4F8B362B515A4B0D94
97730619,CI0B0330448B8E43C18A
97730005,CID790694121394E7698
97730246,CI2150E090070C4672AB
97730462,CIEA8840EBA2834CEDA6
86100027,CI44C2B9CD8731423BA3
97730125,CIEB70D18D807840FD8A
97730339,CI42D438924D1B4CED84
97730022,CIC386A5173152418D86
97730667,CI6040EF8C9D154542B5
97730251,CI60BE321852834C0686
97730463,CI3FC6913D07944A46AC
86100028,CI0BCED3FD1D1C41BC89
97730126,CI55A990BEB9ED49CCA0
97730343,CIE437D505B8F443FFA9
97730668,CI0285798CE1454AAEAB
97730030,CI6C0CCBCC9DDE4E2BAD
97730266,CI6B6947B7B49248659E
97730466,CIF05FB116531D44888D
86100029,CI665454FA17FD4433B1
97730127,CI6DCBFB9A9D3C42638F
97730343,CID3ED3CBA8718409184
97730670,CIFF14E4304F5F460BA7
97730054,CIE59BF0BA8AED490298
97730268,CIC2C3F6D53658457F96
97730467,CIC8BEE369C25F4D8484
86100030,CI789950F360764066AE
97730129,CI80FCF16CE77C45DD84
97730344,CI6F86D2037D7F43DD92
86100001,CIBA632ED038184317B3
97730057,CIEBAC811A628846F19B
97730271,CIC88E95EE0B5B4811BA
97730468,CI2654A5D0095F4A06B1
86100031,CI2A34D0B0CE15483784
97730143,CIDE1945E069B04C3A8C
97730345,CI700A0170F939413EB2
86100002,CIDC426660E9164F7380
97730058,CI9A434D33454443449C
97730470,CI11B529B0B7224F2AB3
97730274,CI90BC662647F940079F
86100032,CIED71C4058EE54B1183
97730345,CI71EF3920CB954008BC
97730059,CI488B29CEBE994FBFA0
97730277,CIB9B927AACE2E41CB91
97730475,CIAE73E00B7B484733A6
97730151,CI81A2064C19994A1D9C
86100003,CI8191F34747B0474794
86100033,CI02763E4334674C2E9A
97730153,CI0C80CAF1D9EC4AE2A3
86100004,CI0B07BC0C5E1B44FBAA
97730347,CI867A3FFD1BB649A8A3
97730060,CIF4EE2613B3AB4B68AB
97730283,CI72246818229545B789
97730476,CI0BD13121E5164F40A3
86100034,CI2563A4EBF57B47769F
97730158,CIB341092C3156427C86
97730348,CI28C6A6F26932493589
86100005,CI86176E86F8FC4C1983
97730062,CIFC7796AF3D3A4485BD
97730285,CI2F1D7E97A4034F40B5
97730477,CI277CD4B23F154E8588
86100035,CI340E8C150DA244B18B
97730162,CIAB9E42D0A40B479588
97730350,CIF5692DB4401542EAB0
86100006,CI20113DA9D0C84BA2BD
97730063,CI296DD7386B804333B1
97730286,CI8565B16DEF6C4B93AE
97730481,CI3756AF082C4C47A08B
97730167,CI3E4587135CF343708F
86100036,CI78432A5833104EBBBB
97730353,CIE08FA7E70D25447FBF
86100007,CI18B4D01A2DAD41B385
97730064,CIC11F42A3D97F45B0AE
97730482,CI508374927A8A43A29B
97662981,CIE45CA4CF6BE447BFBF
97730170,CIAABF99200F9D47C38E
97730354,CIA3F137AF7F0042CE9B
97730067,CI6F3A29A47C5D447593
97730290,CI4C5AB60CD6604E96AF
97643309,CICBC9675C821B4BFCAD
97730172,CICE85828AFAD04E6EB0
97730356,CI15676E0059EF4C4B94
86100009,CICC5CA5F3E2A34B82A2
97730069,CI596F2FC444EA4E20AC
97730294,CIA106F0A3DFD147C380
97730487,CI40C0968A0B53422A9D
97732048,CI0204ACECAE5A493184
97730174,CI37C45EA7CAA04E59BB
97730379,CI5866A6E002794E27BF
86100010,CI78B91E209657482F9E
97730071,CI8EBEAF00833F4CC697
97730484,CI80E914528F4D41289D
97730295,CIA5E8FDF8D5F94EBDAB
97730488,CI5B9BF72D4E8840E4A6
97745795,CIAD439B6DC6894230BD
97730176,CI5C3BD104DFDB433493
97730396,CI08C3D833A0D043A59D
86100011,CI8EEF4AB52D3D47AC89
97730075,CID3005406A2C04E2BA8
86100008,CI9BA602EAC3CD42B9BC
97730296,CID71DBF06E9394064B8
97730570,CIF3684805E40249FFA2
38832157,CIAF720087212E4061A3
97730177,CI0426122A55AC41E7AB
97730402,CI31CDD72F7F37492C86
86100012,CIBA07D304EC7D4F0F9A
97730076,CI4CCA61C49D1D4B6DA8
97730301,CI2A16D7220E8F4A9D94
97730578,CIA81B7B394705479F8A
97717286,CI155A0261693A4AFDB9
97730179,CI27BD0A43C3EC424891
97730403,CI7E576ED7C4004392A7
86100013,CI0FB5483305E0455F81
97730287,CI91CB6372A3984B4290
97730078,CI3C01FAA832C54ECBB3
97730305,CIAC7011707E074C7BBC
97730581,CIE2B48E7056DC434C9A
97736044,CIF7C886F40BE64E3FB6
97730185,CI75D2BDF21186414BAE
97730405,CIE114563CE5C84C6F95
86100014,CIE44A3A6B29F24B1185
97730083,CI7EDD6738EA3E4532B1
97730308,CI9C2CB6372B394B84B4
97730582,CI4011529155C844B9AA
97610919,CI22FEA404C5B6467080
97730187,CI68BEC20F456B4AA995
97730406,CI0BD8EFD6F4F8402C8C
86100015,CIB556043499484FE78F
97730087,CI69BA9957F8CB4AD58B
97730311,CI218B7BCAAA9D4A1084
97730583,CI1B01FBD5861D40CBA9
38825966,CIDB026DEE06CC49A1AE
97730411,CI170427A3D83D49DA9B
97730193,CI6456AB1B121842E8A3
86100016,CI7F24A84B369D45F3A7
97730088,CI39FE2EBA12734FB185
97730314,CIB3A088E384944FFE87
97730584,CID19CA5E7720B439895
97728628,CI6F3161BB2A104B5FBD
97730200,CI2B7793EF7F774EE7B6
97730412,CI08099596347A46E6AF
86100017,CIBBABC17A22BD4D91AE
97730091,CIA86D75A229794A4BB3
97730315,CIE252238960074AA1A2
97730590,CI5707EF4ED2884ED4B6
97728746,CIA5D620996E354C6A94
97730222,CI734D3E2B98F34C6798
86100018,CI74AC7ED0C14F4D0EB1
97730101,CI0F87F3B490954764B4
97730595,CI7531B4F605534E588F
97730316,CI889674CE7C174154B1
97728637,CIA1C8B03729FB4D77AB
97730415,CI9133A58BA8944DDCB7
97730224,CI82C3ECB80F4C48F0AC
97730416,CIBFEEA84955C34B17B8
86100019,CIA6F482DAB09140918C
97730105,CI5DF81177302649EA83
97730321,CI4EE41D6CF9B74ECBBC
97730602,CI529DBA8E0A3242B19A
97728627,CIB784477B86D14E9FA8
97730226,CI3724B7D221314E2FA3
97730420,CI0544C3B7F0154B0CAF
86100020,CI649D4996BFDF4AC286
97730106,CIDED21003993140978B
97730605,CI6EEDA29D187D4EC185
97730323,CI750A7B44B98748B487
97740936,CI23907ADA96074B5AB9
97730228,CI65ABFEFDA31441A5BF
